Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Mali,12 000 ,6700 , 19 000,13 000 ,8600 , 19 000,14 000 ,10 000 , 19 000,15 000 ,11 000 , 18 000,15 000 ,11 000 , 18 000,14 000 ,11 000 , 17 000,13 000 ,10 000 , 16 000,12 000 ,9500 , 15 000,11 000 ,9200 , 15 000,11 000 ,9000 , 14 000,11 000 ,8800 , 13 000,10 000 ,8400 , 13 000,9900 ,7900 , 12 000,9400 ,7600 , 11 000,9200 ,7300 , 11 000,9000 ,7100 , 11 000,8900 ,7000 , 11 000,8800 ,6800 , 11 000,9200 ,7200 , 12 000,9100 ,7000 , 12 000,9400 ,7300 , 12 000,9600 ,7400 , 13 000,10 000 ,7800 , 13 000,11 000 ,8300 , 14 000,11 000 ,8600 , 15 000,12 000 ,9100 , 16 000,13 000 ,9900 , 17 000,13 000 ,10 000 , 19 000,14 000 ,11 000 , 20 000
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500
Mauritius,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<200 , 1200,<1000 ,<500 , 1400,<1000 ,<500 , 1400,<1000 ,<500 , 1600,1200 ,<1000 , 1700,1300 ,<1000 , 1800,1300 ,1100 , 1800,1300 ,1100 , 1700,1200 ,1000 , 1700,1200 ,1000 , 1500,1200 ,<1000 , 1400,1100 ,<1000 , 1400,1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300
Mexico,11 000 ,5900 , 35 000,12 000 ,6700 , 30 000,12 000 ,6800 , 31 000,13 000 ,7400 , 27 000,13 000 ,8200 , 23 000,14 000 ,8900 , 21 000,14 000 ,9400 , 21 000,13 000 ,9400 , 19 000,11 000 ,8300 , 16 000,11 000 ,8900 , 17 000,12 000 ,9500 , 19 000,12 000 ,9300 , 17 000,12 000 ,9700 , 16 000,12 000 ,9600 , 16 000,11 000 ,8600 , 14 000,11 000 ,8500 , 14 000,11 000 ,8900 , 14 000,11 000 ,9000 , 14 000,11 000 ,8900 , 13 000,11 000 ,8900 , 13 000,11 000 ,8800 , 13 000,11 000 ,8800 , 13 000,11 000 ,8800 , 14 000,11 000 ,8600 , 13 000,11 000 ,8500 , 14 000,11 000 ,8400 , 14 000,11 000 ,8200 , 14 000,11 000 ,7900 , 14 000,11 000 ,7600 , 14 000
Mongolia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Montenegro,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Morocco,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,1100 ,<1000 , 1400,1100 ,<1000 , 1500,1200 ,<1000 , 1600,1200 ,<1000 , 1600,1300 ,<1000 , 1700,1300 ,<1000 , 1800,1300 ,1000 , 1800,1400 ,1100 , 2000,1400 ,1100 , 2000,1400 ,1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900,1200 ,<1000 , 1800,1200 ,<1000 , 1800,1100 ,<1000 , 1700,1100 ,<1000 , 1700,1100 ,<1000 , 1600,1000 ,<1000 , 1600,<1000 ,<1000 , 1500,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400
Mozambique,29 000 ,18 000 , 45 000,38 000 ,24 000 , 60 000,50 000 ,31 000 , 77 000,64 000 ,39 000 , 98 000,78 000 ,48 000 , 120 000,91 000 ,57 000 , 140 000,100 000 ,66 000 , 160 000,120 000 ,73 000 , 180 000,130 000 ,80 000 , 200 000,140 000 ,86 000 , 210 000,140 000 ,89 000 , 220 000,150 000 ,91 000 , 230 000,150 000 ,92 000 , 230 000,150 000 ,92 000 , 230 000,150 000 ,91 000 , 230 000,150 000 ,92 000 , 230 000,150 000 ,92 000 , 230 000,150 000 ,90 000 , 220 000,150 000 ,92 000 , 230 000,150 000 ,93 000 , 230 000,160 000 ,97 000 , 240 000,150 000 ,96 000 , 240 000,150 000 ,95 000 , 240 000,150 000 ,95 000 , 240 000,150 000 ,94 000 , 230 000,150 000 ,93 000 , 230 000,150 000 ,93 000 , 230 000,150 000 ,91 000 , 230 000,150 000 ,90 000 , 220 000
Myanmar,8200 ,6900 , 9500,17 000 ,14 000 , 19 000,18 000 ,16 000 , 21 000,13 000 ,12 000 , 15 000,13 000 ,12 000 , 15 000,14 000 ,13 000 , 16 000,15 000 ,14 000 , 17 000,18 000 ,16 000 , 20 000,20 000 ,18 000 , 22 000,24 000 ,21 000 , 26 000,26 000 ,24 000 , 29 000,26 000 ,23 000 , 29 000,25 000 ,23 000 , 28 000,24 000 ,21 000 , 27 000,23 000 ,21 000 , 26 000,22 000 ,20 000 , 24 000,21 000 ,18 000 , 23 000,20 000 ,18 000 , 22 000,18 000 ,16 000 , 20 000,17 000 ,15 000 , 18 000,16 000 ,14 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,12 000 , 15 000,13 000 ,12 000 , 15 000,12 000 ,11 000 , 14 000,12 000 ,10 000 , 13 000,11 000 ,9500 , 12 000
Namibia,4800 ,4100 , 5700,7000 ,6100 , 8200,9700 ,8600 , 11 000,13 000 ,12 000 , 15 000,16 000 ,15 000 , 19 000,19 000 ,17 000 , 22 000,21 000 ,18 000 , 24 000,21 000 ,18 000 , 24 000,20 000 ,18 000 , 22 000,18 000 ,17 000 , 21 000,17 000 ,15 000 , 19 000,16 000 ,14 000 , 17 000,15 000 ,14 000 , 16 000,14 000 ,13 000 , 15 000,14 000 ,12 000 , 14 000,13 000 ,12 000 , 13 000,12 000 ,11 000 , 13 000,11 000 ,10 000 , 12 000,10 000 ,9500 , 11 000,10 000 ,9400 , 11 000,9900 ,8700 , 11 000,9200 ,8100 , 10 000,9100 ,8000 , 9900,9000 ,7900 , 9800,7900 ,6900 , 8800,7600 ,6600 , 8600,6800 ,5800 , 7800,6600 ,5500 , 7400,6100 ,5200 , 7000
Nepal,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<500 ,<500 , <500,<1000 ,<1000 , <1000,1200 ,1100 , 1300,2300 ,2100 , 2500,3700 ,3400 , 4100,4500 ,4000 , 4900,4500 ,4100 , 4900,4300 ,3900 , 4700,4300 ,3800 , 4600,4200 ,3800 , 4600,3900 ,3500 , 4300,3800 ,3400 , 4100,3400 ,3000 , 3700,2900 ,2600 , 3200,2600 ,2400 , 2800,2400 ,2100 , 2600,2100 ,1900 , 2300,1800 ,1600 , 2000,1600 ,1500 , 1800,1400 ,1300 , 1600,1300 ,1200 , 1500,1200 ,1100 , 1300,1100 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000
Netherlands,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1000 ,1000 , 1000,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1100 ,1100 , 1100,1000 ,1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<500 ,<500 , <500,... ,... , ...
New Zealand,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200
Nicaragua,<100 ,<100 , 1400,<100 ,<100 , <1000,<100 ,<100 , 1100,<200 ,<100 , <1000,<200 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , 1200,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Niger,2200 ,1700 , 2900,2700 ,2100 , 3500,3300 ,2600 , 4200,3900 ,3100 , 4800,4200 ,3400 , 5200,4600 ,3800 , 5700,4800 ,3900 , 5900,4700 ,3800 , 5900,4700 ,3800 , 5800,4500 ,3600 , 5600,4400 ,3600 , 5400,4000 ,3300 , 4900,3800 ,3000 , 4600,3500 ,2800 , 4200,3100 ,2500 , 3700,2900 ,2300 , 3600,2500 ,2000 , 3100,2200 ,1700 , 2800,2000 ,1600 , 2700,1900 ,1400 , 2500,1500 ,1100 , 2200,1600 ,1100 , 2200,1600 ,1100 , 2300,1600 ,1100 , 2300,1500 ,1100 , 2300,1700 ,1200 , 2400,1500 ,1000 , 2300,1700 ,1200 , 2500,1700 ,1200 , 2500
Nigeria,100 000 ,62 000 , 160 000,120 000 ,72 000 , 180 000,130 000 ,79 000 , 200 000,140 000 ,85 000 , 220 000,150 000 ,91 000 , 230 000,150 000 ,95 000 , 240 000,160 000 ,96 000 , 250 000,150 000 ,95 000 , 240 000,150 000 ,95 000 , 240 000,150 000 ,91 000 , 230 000,150 000 ,90 000 , 230 000,140 000 ,86 000 , 220 000,130 000 ,83 000 , 210 000,130 000 ,79 000 , 200 000,130 000 ,78 000 , 200 000,120 000 ,76 000 , 190 000,120 000 ,75 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,73 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,74 000 , 190 000,120 000 ,72 000 , 180 000,110 000 ,71 000 , 180 000,110 000 ,71 000 , 180 000,120 000 ,72 000 , 180 000,120 000 ,74 000 , 190 000,130 000 ,77 000 , 200 000
North Macedonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Norway,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200
Oman,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Pakistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<500 , <500,<500 ,<500 , <500,1600 ,1400 , 1800,9600 ,8000 , 11 000,9200 ,7800 , 10 000,11 000 ,9600 , 13 000,13 000 ,11 000 , 15 000,14 000 ,13 000 , 16 000,14 000 ,12 000 , 15 000,14 000 ,13 000 , 16 000,15 000 ,14 000 , 17 000,16 000 ,15 000 , 18 000,17 000 ,16 000 , 19 000,18 000 ,17 000 , 20 000,19 000 ,18 000 , 21 000,20 000 ,18 000 , 22 000,22 000 ,20 000 , 24 000
Panama,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1100,1100 ,<1000 , 1200,1100 ,1000 , 1200,1200 ,1100 , 1300,1200 ,1100 , 1300,1300 ,1200 , 1300,1300 ,1200 , 1400,1300 ,1200 , 1400,1300 ,1200 , 1400,1300 ,1200 , 1400,1300 ,1200 , 1400,1400 ,1200 , 1500,1400 ,1200 , 1500,1400 ,1300 , 1500,1400 ,1300 , 1500,1400 ,1300 , 1500,1400 ,1300 , 1600,1400 ,1300 , 1500,1400 ,1300 , 1600,1500 ,1300 , 1600,1400 ,1300 , 1600,1400 ,1300 , 1600,1400 ,1300 , 1600,1400 ,1200 , 1500,1300 ,1200 , 1500,1300 ,1100 , 1400
Papua New Guinea,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1500,1200 ,<1000 , 1900,1600 ,1000 , 2500,2000 ,1300 , 3100,2400 ,1700 , 3600,2800 ,2100 , 3800,3100 ,2500 , 4100,3700 ,3000 , 4400,4600 ,3800 , 5300,5600 ,4800 , 6500,6300 ,5500 , 7300,5900 ,5200 , 6900,4800 ,4200 , 5500,3400 ,3000 , 3900,2300 ,2000 , 2700,1700 ,1500 , 1900,1400 ,1300 , 1600,1500 ,1300 , 1700,1700 ,1500 , 1900,1900 ,1700 , 2200,2100 ,1900 , 2400,2200 ,1900 , 2400,2100 ,1800 , 2400,2200 ,1900 , 2500,2200 ,1900 , 2600,2200 ,1900 , 2600,2100 ,1800 , 2500
Paraguay,<500 ,<100 , 1700,<500 ,<100 , 1600,<500 ,<200 , 1900,<1000 ,<200 , 2200,1100 ,<500 , 3200,1500 ,<500 , 3600,1800 ,<1000 , 4000,2100 ,<1000 , 4000,2300 ,1200 , 4000,2400 ,1400 , 4300,2300 ,1400 , 4000,2200 ,1400 , 3700,2100 ,1400 , 3400,1900 ,1300 , 3100,1400 ,<1000 , 2300,1300 ,<1000 , 2200,1300 ,<1000 , 2400,1300 ,<1000 , 2300,1300 ,<1000 , 2100,1200 ,<1000 , 2000,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1800,1100 ,<1000 , 1800,1100 ,<1000 , 1700
Peru,8200 ,4900 , 19 000,8900 ,6000 , 14 000,9300 ,6400 , 14 000,9300 ,6800 , 15 000,8900 ,6800 , 15 000,8400 ,6600 , 14 000,7800 ,6000 , 12 000,6000 ,4600 , 8500,5000 ,3800 , 7000,4800 ,3700 , 6700,4800 ,3600 , 6800,4800 ,3600 , 6900,4600 ,3400 , 6700,4500 ,3200 , 6600,4300 ,3100 , 6400,4400 ,3100 , 6600,4400 ,3000 , 6600,3800 ,2600 , 5900,3600 ,2300 , 5600,3600 ,2300 , 5600,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2200 , 5900,3500 ,2100 , 5800,3500 ,2100 , 5800,3400 ,2100 , 5800,3300 ,1900 , 5800
Philippines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1200 ,1000 , 1400,1600 ,1400 , 1900,2100 ,1700 , 2400,3600 ,3000 , 4100,4400 ,3700 , 5000,4700 ,3900 , 5400,5400 ,4500 , 6300,6600 ,5500 , 7700,8200 ,6800 , 9500,9500 ,7800 , 11 000,11 000 ,8700 , 12 000,12 000 ,9700 , 14 000,13 000 ,11 000 , 16 000
Poland,<500 ,<500 , <500,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,1000 , 1100,1100 ,1100 , 1200,1300 ,1200 , 1400,1400 ,1300 , 1500,1500 ,1500 , 1700
Portugal,2200 ,1900 , 2600,3000 ,2500 , 3400,3600 ,3000 , 4100,3900 ,3300 , 4500,4000 ,3400 , 4500,3800 ,3300 , 4400,3600 ,3100 , 4100,3300 ,2800 , 3700,3000 ,2600 , 3300,2700 ,2300 , 3000,2500 ,2100 , 2800,2300 ,2000 , 2600,2200 ,1900 , 2400,2000 ,1800 , 2300,1900 ,1700 , 2200,1900 ,1600 , 2100,1800 ,1500 , 2000,1700 ,1500 , 1900,1700 ,1400 , 1900,1600 ,1300 , 1800,1500 ,1300 , 1700,1500 ,1200 , 1600,1400 ,1100 , 1500,1300 ,1000 , 1400,1200 ,<1000 , 1300,1100 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1400,1600 ,1100 , 2500,2100 ,1400 , 3200,2100 ,1400 , 3300,1900 ,1300 , 3000,1600 ,1100 , 2400,1300 ,<1000 , 2000,1200 ,<1000 , 1800,1200 ,<1000 , 1900,1400 ,<1000 , 2100,1600 ,1000 , 2400,1700 ,1200 , 2700,1900 ,1200 , 2900,1900 ,1200 , 2900,1800 ,1200 , 2800,1700 ,1100 , 2600,1600 ,1000 , 2400,1400 ,<1000 , 2200,1300 ,<1000 , 2000,1200 ,<1000 , 1900,1100 ,<1000 , 1700,1100 ,<1000 , 1600,1000 ,<1000 , 1600,1000 ,<1000 , 1600
Romania,2000 ,2000 , 2000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,1100 ,1100 , 1200,1300 ,1200 , 1300,1300 ,1200 , 1400,1300 ,1300 , 1400,1300 ,1200 , 1300,1200 ,1200 , 1300,1200 ,1100 , 1300,1200 ,1100 , 1300,1100 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,34 000 ,24 000 , 45 000,35 000 ,26 000 , 44 000,32 000 ,25 000 , 39 000,29 000 ,24 000 , 35 000,26 000 ,22 000 , 31 000,23 000 ,20 000 , 27 000,23 000 ,21 000 , 27 000,23 000 ,21 000 , 27 000,23 000 ,21 000 , 27 000,22 000 ,20 000 , 25 000,22 000 ,20 000 , 25 000,18 000 ,17 000 , 21 000,17 000 ,15 000 , 19 000,16 000 ,15 000 , 18 000,14 000 ,13 000 , 16 000,13 000 ,12 000 , 15 000,11 000 ,10 000 , 13 000,11 000 ,10 000 , 13 000,11 000 ,9500 , 12 000,10 000 ,8800 , 12 000,9000 ,7600 , 10 000,7700 ,6300 , 9000,7100 ,5700 , 8500,6200 ,4800 , 7700,5600 ,4200 , 7000,5000 ,3700 , 6300,4500 ,3300 , 5800,4000 ,2900 , 5300,3600 ,2400 , 4800
Saint Kitts and Nevis,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
